USER_ID,YOB,Gender,Income,HouseholdStatus,EducationLevel,Q124742,Q124122,Q123464,Q123621,Q122769,Q122770,Q122771,Q122120,Q121699,Q121700,Q120978,Q121011,Q120379,Q120650,Q120472,Q120194,Q120012,Q120014,Q119334,Q119851,Q119650,Q118892,Q118117,Q118232,Q118233,Q118237,Q117186,Q117193,Q116797,Q116881,Q116953,Q116601,Q116441,Q116448,Q116197,Q115602,Q115777,Q115610,Q115611,Q115899,Q115390,Q114961,Q114748,Q115195,Q114517,Q114386,Q113992,Q114152,Q113583,Q113584,Q113181,Q112478,Q112512,Q112270,Q111848,Q111580,Q111220,Q110740,Q109367,Q108950,Q109244,Q108855,Q108617,Q108856,Q108754,Q108342,Q108343,Q107869,Q107491,Q106993,Q106997,Q106272,Q106388,Q106389,Q106042,Q105840,Q105655,Q104996,Q103293,Q102906,Q102674,Q102687,Q102289,Q102089,Q101162,Q101163,Q101596,Q100689,Q100680,Q100562,Q99982,Q100010,Q99716,Q99581,Q99480,Q98869,Q98578,Q98059,Q98078,Q98197,Q96024
5542,NA,Male,"over $150,000",Married (no kids),Master's Degree,No,Yes,No,No,No,Yes,Public,No,Yes,No,Yes,Yes,Yes,Yes,Science,Try first,No,Yes,No,No,Giving,No,Yes,Pragmatist,Yes,No,Cool headed,Standard hours,Yes,Happy,No,Yes,No,Yes,P.M.,No,End,No,Yes,Me,No,No,Yes,Yes,No,TMI,No,No,Tunes,Technology,No,No,Yes,No,Yes,Demanding,No,PC,Yes,Risk-friendly,Yes,Umm...,No,Space,No,In-person,No,No,Yes,Yes,Grrr people,Yes,No,Yes,Yes,No,No,No,No,Yes,No,Yes,No,Own,Optimist,Mom,Yes,Yes,No,No,Nope,Yes,No,No,Yes,No,Yes,Yes,No,No,Yes
5547,1996,Male,,Single (no kids),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Supportive,No,PC,Yes,,No,,No,,,,,,,,,,,,,,,,,No,No,No,Yes,,Optimist,Mom,No,No,,,,,,,,No,No,,,,
5550,1970,Female,"$100,001 - $150,000",Domestic Partners (no kids),Master's Degree,No,Yes,,,,,,No,Yes,No,Yes,No,Yes,No,Science,Try first,Yes,Yes,No,No,Giving,Yes,No,Idealist,No,No,Cool headed,Standard hours,Yes,Happy,No,Yes,No,No,A.M.,Yes,End,Yes,Yes,Circumstances,Yes,Yes,Yes,Yes,No,TMI,No,Yes,Talk,Technology,No,No,No,Yes,Yes,Demanding,No,PC,Yes,Risk-friendly,No,Yes!,No,Space,No,In-person,Yes,Yes,Yes,Yes,Yay people!,Yes,No,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Own,Optimist,Dad,No,No,Yes,Yes,Check!,No,No,No,Yes,No,Yes,,,,Yes
5558,1998,Male,,,Current K-12,,Yes,No,Yes,No,No,Public,No,Yes,No,No,Yes,Yes,Yes,Art,Try first,No,No,Yes,Yes,Giving,Yes,Yes,Pragmatist,No,No,Hot headed,Standard hours,No,Right,No,Yes,No,No,A.M.,Yes,Start,Yes,No,Me,No,No,Yes,Yes,No,Mysterious,No,No,Talk,People,No,No,No,Yes,No,Supportive,No,Mac,No,Cautious,No,Yes!,No,Space,No,In-person,No,No,No,Yes,Yay people!,Yes,No,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Own,Optimist,Mom,No,Yes,Yes,No,Nope,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No
5559,1989,Male,"$25,001 - $50,000",Single (no kids),Bachelor's Degree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Right,No,Yes,No,Yes,P.M.,,,,,,,Yes,Yes,,No,Mysterious,Yes,No,Tunes,Technology,,No,Yes,,,,No,Mac,No,Cautious,No,,,,,Online,Yes,Yes,Yes,Yes,Grrr people,No,No,Yes,No,No,Yes,No,No,No,No,Yes,No,Own,Pessimist,Dad,No,Yes,No,Yes,Nope,Yes,No,No,Yes,,No,Yes,No,No,Yes
5560,1983,Female,"$50,000 - $74,999",Married (w/kids),High School Diploma,,Yes,No,Yes,No,No,Public,Yes,Yes,No,Yes,No,No,Yes,Science,Study first,Yes,No,No,Yes,Giving,No,No,Pragmatist,Yes,No,Cool headed,Standard hours,No,Happy,Yes,No,Yes,No,A.M.,Yes,End,Yes,Yes,Circumstances,Yes,No,No,Yes,No,Mysterious,No,No,Tunes,People,Yes,Yes,No,No,Yes,Demanding,Yes,PC,Yes,Cautious,No,Yes!,No,Space,No,Online,No,Yes,Yes,Yes,Grrr people,No,No,No,Yes,No,Yes,No,No,No,Yes,Yes,No,Own,Optimist,Mom,No,Yes,Yes,Yes,Nope,Yes,No,No,Yes,Yes,No,Yes,No,No,
5571,1943,Male,"$75,000 - $100,000",Married (no kids),Master's Degree,,,,,,,,,,,,No,,Yes,Science,Study first,Yes,Yes,No,Yes,Giving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5573,1996,Female,,,Current K-12,,,,,,,,,,,,,,,,,,,,,,No,No,,No,No,Hot headed,Standard hours,No,,No,Yes,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,,,,,,,,,,,Nope,No,No,,Yes,,,,,,
5574,1981,Male,"over $150,000",Married (w/kids),Bachelor's Degree,Yes,No,No,Yes,No,Yes,Public,No,Yes,No,Yes,Yes,No,Yes,Science,Try first,No,No,No,No,Receiving,No,No,Idealist,,,,Standard hours,No,,,Yes,,Yes,P.M.,Yes,Start,No,No,Me,No,,,Yes,No,,,No,,,,,Yes,No,Yes,Supportive,,,No,Risk-friendly,No,Umm...,No,Space,No,In-person,Yes,No,Yes,Yes,Grrr people,,Yes,,Yes,,No,No,,,,,,,,,,,,,Check!,Yes,,,,,,,,,No
5576,1958,Male,"$75,000 - $100,000",Married (w/kids),High School Diploma,,,,,,,,No,Yes,No,No,Yes,No,Yes,Science,Study first,Yes,Yes,No,No,Giving,Yes,Yes,Idealist,No,Yes,Hot headed,Standard hours,Yes,Happy,No,Yes,Yes,Yes,A.M.,No,End,Yes,Yes,Me,Yes,No,Yes,Yes,Yes,,Yes,,Tunes,People,No,No,Yes,Yes,No,Demanding,Yes,,,Risk-friendly,,Yes!,No,Socialize,No,In-person,Yes,Yes,Yes,Yes,Yay people!,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,,,,,Optimist,Mom,Yes,Yes,Yes,Yes,Nope,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes
5577,1976,Male,"over $150,000",Single (no kids),Doctoral Degree,,,,,,,,,,,,,Yes,,,Study first,Yes,Yes,,,,No,No,Pragmatist,Yes,Yes,Cool headed,Odd hours,,Right,No,,,,,,,,,,,,,,,,,,Talk,People,Yes,,,,,,,,,,,,No,,Yes,,No,No,Yes,Yes,Grrr people,Yes,Yes,Yes,,No,No,,,,,,,,Pessimist,Dad,Yes,No,No,,Nope,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes
5581,1997,Male,"$75,000 - $100,000",,Current K-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Right,,,,,,,,,,,,,,,No,,,,Tunes,Technology,,,,,No,Demanding,Yes,PC,Yes,,,,No,,No,In-person,No,,,,,Yes,No,Yes,,No,Yes,Yes,No,Yes,No,No,No,Own,Pessimist,Dad,No,Yes,No,No,,No,,,,Yes,Yes,Yes,Yes,,Yes
5585,1959,Male,"over $150,000",Married (no kids),Bachelor's Degree,,Yes,No,Yes,Yes,Yes,Public,No,Yes,No,No,No,No,No,Science,Try first,Yes,Yes,Yes,Yes,Giving,Yes,No,Idealist,Yes,No,Cool headed,Odd hours,Yes,Happy,Yes,Yes,No,No,A.M.,No,End,Yes,Yes,Circumstances,Yes,No,Yes,Yes,No,Mysterious,Yes,Yes,Tunes,Technology,No,Yes,Yes,Yes,No,Demanding,Yes,PC,Yes,Cautious,No,Yes!,No,Socialize,No,In-person,No,Yes,Yes,No,Yay people!,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Own,Optimist,Dad,No,Yes,No,Yes,Check!,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Yes
5589,NA,Male,,Single (no kids),Current Undergraduate,,Yes,No,No,Yes,Yes,Private,No,Yes,No,Yes,Yes,No,Yes,Science,Study first,No,,Yes,No,,Yes,Yes,Pragmatist,No,No,Cool headed,Odd hours,No,,,Yes,No,Yes,P.M.,Yes,Start,Yes,Yes,,,Yes,Yes,No,Yes,Mysterious,Yes,,Tunes,,Yes,Yes,Yes,Yes,Yes,,Yes,Mac,Yes,Cautious,Yes,Umm...,No,Space,Yes,In-person,No,No,Yes,No,,Yes,No,Yes,No,Yes,Yes,,Yes,No,No,No,No,,Pessimist,,No,Yes,No,Yes,Nope,Yes,No,No,Yes,,Yes,Yes,,Yes,No
5592,1995,Male,"under $25,000",Single (no kids),Current K-12,,,No,,,,,No,No,No,No,No,Yes,Yes,Science,Study first,Yes,Yes,Yes,No,Giving,,No,Idealist,No,No,Cool headed,Standard hours,No,Right,No,Yes,No,No,P.M.,Yes,Start,Yes,Yes,Me,No,Yes,Yes,Yes,No,Mysterious,No,Yes,Talk,People,No,No,Yes,Yes,No,Demanding,Yes,PC,Yes,Risk-friendly,No,Yes!,No,Space,Yes,In-person,No,,Yes,,,Yes,,,No,No,No,No,Yes,No,No,Yes,Yes,,Optimist,,No,Yes,No,Yes,,No,No,Yes,Yes,,Yes,Yes,,No,Yes
5599,1984,Male,,Single (no kids),High School Diploma,,,No,Yes,No,Yes,Public,No,Yes,No,Yes,No,No,Yes,Science,Try first,Yes,No,Yes,No,Giving,No,Yes,,,,,,,,Yes,Yes,Yes,No,P.M.,Yes,Start,Yes,Yes,Me,Yes,Yes,Yes,Yes,No,Mysterious,No,,Tunes,Technology,No,Yes,Yes,Yes,Yes,,Yes,PC,No,,No,Yes!,No,,Yes,In-person,Yes,Yes,Yes,Yes,,,Yes,Yes,,Yes,Yes,No,No,No,Yes,No,No,Own,,Mom,,No,,,Check!,Yes,No,No,Yes,Yes,No,Yes,No,No,No
5607,1988,Male,"under $25,000",,Bachelor's Degree,,,,,,,,,Yes,,,,Yes,,,,,,Yes,Yes,,,No,,,,,,,,,Yes,No,,A.M.,,,,No,,No,Yes,Yes,Yes,Yes,Mysterious,,,Talk,,,,,,,,No,Mac,,,,,,,No,,,,Yes,,,Yes,,Yes,Yes,,,No,,,,,,,,,,,No,,,No,Yes,,Yes,Yes,Yes,,,No,No
5608,1980,Male,,Married (w/kids),Associate's Degree,,Yes,No,No,Yes,No,Public,No,Yes,No,No,No,No,Yes,Science,Try first,No,No,No,No,Giving,No,Yes,Idealist,No,No,,,No,Right,,Yes,No,Yes,P.M.,No,Start,Yes,Yes,Me,Yes,Yes,No,Yes,Yes,Mysterious,Yes,No,Talk,Technology,No,No,Yes,Yes,No,Supportive,No,,Yes,Risk-friendly,No,Yes!,No,Socialize,Yes,In-person,Yes,Yes,Yes,Yes,Grrr people,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,No,Own,Optimist,Dad,Yes,Yes,No,Yes,Nope,Yes,No,No,Yes,No,No,Yes,Yes,No,
5617,1988,Male,"$50,000 - $74,999",Single (no kids),Bachelor's Degree,No,Yes,No,Yes,Yes,Yes,Public,No,No,No,No,No,No,Yes,Science,,,,,,,No,No,Idealist,No,No,Cool headed,Standard hours,No,Happy,Yes,No,Yes,Yes,P.M.,Yes,Start,Yes,No,Me,No,Yes,Yes,Yes,No,Mysterious,No,No,Tunes,Technology,No,Yes,Yes,Yes,Yes,Demanding,No,PC,Yes,Cautious,No,Yes!,No,Space,Yes,In-person,Yes,No,No,No,Grrr people,No,No,No,No,No,Yes,No,Yes,No,Yes,No,No,Rent,Optimist,Mom,No,Yes,No,Yes,Check!,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Yes
5622,1994,Female,"under $25,000",Single (no kids),Current Undergraduate,Yes,Yes,Yes,No,Yes,No,Public,Yes,Yes,No,Yes,Yes,,Yes,Science,Try first,No,No,No,No,Giving,Yes,Yes,,,,Hot headed,Odd hours,,,Yes,No,No,,,Yes,Start,Yes,No,,No,No,,,No,,No,,Tunes,People,No,Yes,,No,Yes,,,PC,,Cautious,,Yes!,No,Space,No,,,Yes,,,,,,,,,,,,,No,,No,,,,,Yes,,Yes,Check!,,No,No,No,,,,,,
5625,1970,Male,,Single (no kids),Associate's Degree,Yes,,No,Yes,Yes,,Private,No,No,No,Yes,,No,No,Science,,No,,,,,,Yes,Pragmatist,,,,Odd hours,Yes,Right,Yes,Yes,No,,P.M.,Yes,,Yes,Yes,Circumstances,,,Yes,Yes,Yes,,No,Yes,Talk,,Yes,Yes,Yes,,,,No,Mac,,Cautious,,,,,No,In-person,Yes,No,Yes,Yes,Grrr people,Yes,,,,,,,Yes,,,,,Own,,Dad,,Yes,,No,,Yes,Yes,No,Yes,Yes,,,,Yes,
5626,1985,Male,"over $150,000",Married (w/kids),Bachelor's Degree,Yes,No,No,Yes,No,,Public,No,Yes,No,Yes,No,No,Yes,,,Yes,Yes,No,Yes,Giving,Yes,Yes,Pragmatist,Yes,No,Cool headed,Standard hours,No,Happy,No,Yes,Yes,Yes,A.M.,No,,Yes,Yes,Me,No,Yes,Yes,Yes,No,TMI,Yes,No,Tunes,People,Yes,Yes,Yes,No,Yes,Supportive,No,,Yes,,No,Yes!,No,Space,Yes,In-person,Yes,Yes,Yes,Yes,Grrr people,No,Yes,Yes,No,No,,Yes,Yes,No,No,Yes,Yes,Own,,Dad,Yes,Yes,,,,,,,,,,,,,
5636,1952,Male,"$75,000 - $100,000",Married (no kids),Master's Degree,,No,,Yes,Yes,No,Public,No,Yes,No,No,Yes,Yes,Yes,Science,Study first,Yes,Yes,No,No,Receiving,Yes,No,Pragmatist,Yes,Yes,Cool headed,Standard hours,Yes,Happy,No,,No,Yes,P.M.,Yes,,No,No,Circumstances,Yes,No,No,Yes,Yes,,No,No,Talk,People,No,,,,,,,,,,,,,,,,,,,,,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Own,Pessimist,Mom,No,Yes,Yes,Yes,Check!,Yes,No,No,Yes,No,No,Yes,No,No,Yes
5643,1966,Female,"$75,000 - $100,000",Single (no kids),Master's Degree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,No,Yes,Supportive,No,PC,Yes,Risk-friendly,Yes,,,,,,,,,,,,,,,,,,No,No,Yes,No,No,Own,Optimist,Mom,,Yes,Yes,Yes,Check!,Yes,Yes,No,Yes,No,,,,,
5645,1981,Male,"$75,000 - $100,000",Married (no kids),Bachelor's Degree,No,No,No,Yes,No,No,Public,No,Yes,No,Yes,No,No,Yes,Science,,No,Yes,Yes,Yes,Receiving,No,No,Pragmatist,No,No,Cool headed,Standard hours,No,Happy,No,Yes,No,Yes,P.M.,Yes,Start,No,No,Me,Yes,Yes,No,Yes,No,Mysterious,No,No,Tunes,Technology,No,No,Yes,No,Yes,Supportive,No,Mac,Yes,Risk-friendly,Yes,Umm...,No,Space,Yes,In-person,Yes,No,Yes,Yes,Grrr people,Yes,No,No,No,No,Yes,No,Yes,No,No,No,Yes,Rent,Pessimist,Mom,No,No,No,Yes,Nope,Yes,No,No,No,No,No,Yes,No,No,Yes
5648,NA,Male,"over $150,000",Married (w/kids),Master's Degree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,Yes,,,,,,,,,,Yes,No,Yes,Yes,TMI,,,,,Yes,No,Yes,Yes,Yes,Supportive,Yes,Mac,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,Yes,Yes,,Check!,Yes,,,,,,,,,
5649,1996,Male,"under $25,000",Single (no kids),Current K-12,Yes,Yes,No,No,Yes,Yes,Public,Yes,No,No,Yes,Yes,Yes,Yes,Art,Try first,Yes,Yes,No,No,Giving,No,Yes,Idealist,No,Yes,Hot headed,Standard hours,No,Happy,Yes,No,No,No,A.M.,Yes,Start,Yes,No,Circumstances,No,Yes,No,Yes,No,TMI,No,No,Tunes,People,Yes,Yes,Yes,No,Yes,Supportive,Yes,Mac,No,Cautious,No,Yes!,No,Socialize,Yes,In-person,No,No,No,Yes,Yay people!,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,Own,Optimist,Dad,No,No,No,No,Check!,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
5661,1956,Male,"$75,000 - $100,000",Married (w/kids),High School Diploma,Yes,No,No,Yes,Yes,Yes,Public,No,Yes,No,No,No,No,Yes,Art,Study first,Yes,No,No,No,Receiving,Yes,Yes,Idealist,Yes,Yes,Hot headed,Odd hours,Yes,Happy,Yes,Yes,Yes,No,P.M.,Yes,End,No,Yes,Me,Yes,Yes,Yes,Yes,No,TMI,Yes,No,,,No,Yes,Yes,No,No,Demanding,No,Mac,Yes,Risk-friendly,No,Umm...,No,Space,No,Online,Yes,Yes,Yes,Yes,Grrr people,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Own,Pessimist,Dad,Yes,Yes,No,Yes,Nope,Yes,No,No,Yes,No,No,Yes,Yes,No,No
5662,2000,Female,"under $25,000",Single (no kids),Current K-12,,,Yes,No,Yes,No,Public,Yes,No,Yes,Yes,,,,,,,,,,,,Yes,,,,Hot headed,Standard hours,No,Happy,Yes,Yes,No,Yes,P.M.,No,End,Yes,Yes,Me,No,,,,,,,,,,,,,,,,No,Mac,No,Cautious,No,Umm...,No,Space,No,,,,,,,,,,,,,,No,Yes,Yes,No,No,Own,,,,,,,,,,,,,,,,,
5674,1995,Female,"under $25,000",Single (no kids),Current K-12,Yes,Yes,No,No,No,Yes,Public,No,No,Yes,Yes,Yes,Yes,No,Science,Study first,No,No,Yes,No,Giving,No,Yes,Pragmatist,No,Yes,Hot headed,Standard hours,No,Happy,No,No,No,Yes,P.M.,Yes,Start,Yes,Yes,Me,Yes,No,Yes,Yes,Yes,Mysterious,No,No,Tunes,Technology,No,No,Yes,Yes,No,Demanding,No,PC,No,Cautious,No,Yes!,No,Space,Yes,In-person,,No,Yes,Yes,Grrr people,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Own,Optimist,Mom,No,Yes,Yes,No,Nope,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Yes
5679,1945,Male,"$50,000 - $74,999",Married (w/kids),Master's Degree,,,,,,,,,Yes,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,
5687,1998,Female,,,Current K-12,,,,,,,,,No,No,Yes,,,Yes,Art,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5689,1936,Male,"$75,000 - $100,000",Married (no kids),Bachelor's Degree,,,,,,,,,,,,,,,,,,,,,,,,,,,Cool headed,,Yes,Right,Yes,Yes,Yes,,,,,,,,,,,,,,,,Talk,Technology,No,,,,,Demanding,No,PC,Yes,,No,,,,,In-person,No,Yes,Yes,Yes,Yay people!,Yes,No,No,,,,,,,,,,,,,,,,,,,,No,Yes,,Yes,Yes,Yes,No,
5690,1945,Male,"under $25,000",Married (no kids),High School Diploma,,Yes,No,No,No,Yes,Private,No,No,No,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,No,A.M.,Yes,End,Yes,No,Me,No,Yes,Yes,Yes,Yes,TMI,No,Yes,,,,,,,No,Demanding,Yes,Mac,No,Risk-friendly,No,,,,,,,,,,,,,,,,,No,No,No,No,No,No,Own,Optimist,Mom,Yes,No,Yes,Yes,Check!,Yes,,,,,,,,,
5699,1993,Male,"$25,001 - $50,000",Single (no kids),Associate's Degree,,,No,,Yes,Yes,Public,Yes,Yes,Yes,No,No,Yes,Yes,Science,Study first,Yes,Yes,Yes,No,Receiving,Yes,Yes,Pragmatist,Yes,Yes,Hot headed,Standard hours,Yes,Happy,Yes,Yes,No,Yes,P.M.,,,,,,,Yes,No,Yes,No,Mysterious,Yes,No,Tunes,Technology,No,Yes,Yes,Yes,Yes,Supportive,No,PC,Yes,Risk-friendly,No,Yes!,No,Space,No,In-person,No,Yes,Yes,Yes,Grrr people,Yes,No,Yes,No,Yes,Yes,Yes,,Yes,No,No,No,Own,Pessimist,Dad,No,No,Yes,Yes,Check!,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No
5707,1951,Male,"$100,001 - $150,000",Married (w/kids),Bachelor's Degree,,,,,,,,Yes,Yes,No,No,Yes,No,Yes,Science,Study first,Yes,Yes,No,No,Giving,Yes,No,Pragmatist,No,Yes,,Odd hours,Yes,Happy,No,Yes,Yes,No,A.M.,Yes,End,Yes,Yes,,No,No,No,Yes,Yes,Mysterious,Yes,No,Talk,Technology,Yes,No,Yes,No,Yes,Demanding,No,Mac,Yes,Cautious,No,Umm...,No,Space,No,In-person,Yes,Yes,Yes,No,Grrr people,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Own,Pessimist,Mom,Yes,,No,No,Check!,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes
5712,NA,Female,,,,No,No,No,Yes,No,No,Public,No,Yes,No,Yes,No,No,Yes,Science,Study first,No,No,Yes,No,Giving,Yes,No,Pragmatist,Yes,Yes,Cool headed,Odd hours,Yes,Happy,No,Yes,No,Yes,P.M.,No,End,Yes,No,Me,Yes,No,Yes,Yes,No,Mysterious,Yes,No,Tunes,People,No,No,Yes,No,Yes,,No,,No,Cautious,No,Umm...,,Space,No,,,No,Yes,Yes,Grrr people,No,Yes,No,Yes,No,No,Yes,Yes,No,No,No,Yes,Own,Pessimist,Mom,Yes,Yes,Yes,Yes,Check!,No,No,Yes,Yes,Yes,No,Yes,No,No,No
5713,NA,,,,,,,,,,,,,,,,,Yes,,,Try first,,,,,,,,Idealist,,Yes,Hot headed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5717,1961,Male,"over $150,000",Married (no kids),Bachelor's Degree,,,,,,,,,,,No,Yes,No,Yes,Science,Try first,Yes,Yes,Yes,No,Giving,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,Yes,No,No,Yes,Yes,No,
5725,1999,Male,"under $25,000",Single (no kids),Current K-12,No,Yes,No,No,No,No,Public,Yes,No,No,No,Yes,No,Yes,Science,Try first,No,No,Yes,Yes,Receiving,Yes,Yes,Idealist,No,No,,,Yes,,,No,No,Yes,P.M.,No,Start,Yes,No,Me,No,No,Yes,No,Yes,Mysterious,No,No,Tunes,People,No,No,Yes,Yes,No,Supportive,Yes,PC,No,Risk-friendly,No,,,,,In-person,,Yes,No,No,Yay people!,No,No,Yes,No,No,No,Yes,No,No,No,Yes,Yes,Own,Optimist,Mom,No,No,Yes,Yes,Nope,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
5731,1946,Male,,Single (no kids),High School Diploma,,,,,,,,,,,,,,,,,,,,,,,No,Idealist,No,No,Cool headed,Odd hours,Yes,Happy,Yes,No,No,,A.M.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5732,1992,Female,,Single (no kids),Current Undergraduate,,No,No,No,Yes,Yes,Private,Yes,Yes,No,No,Yes,Yes,Yes,Science,Try first,No,No,Yes,No,Giving,Yes,Yes,Idealist,Yes,No,Hot headed,Odd hours,No,Right,Yes,No,No,No,A.M.,No,Start,Yes,No,Circumstances,Yes,No,Yes,No,No,TMI,No,No,Tunes,People,Yes,Yes,Yes,Yes,Yes,Supportive,No,Mac,No,Cautious,No,Yes!,No,Space,Yes,In-person,No,No,Yes,No,Grrr people,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,Rent,Pessimist,Dad,No,No,Yes,Yes,Check!,Yes,Yes,No,No,Yes,No,Yes,No,Yes,No
5743,1997,Male,"$75,000 - $100,000",Single (no kids),Current K-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,No,,,,,,,,,,,,,,,,,,,
5745,NA,,,Single (no kids),,,,,,,,,,,,,,,,,,,,,,,,Yes,Idealist,No,No,Cool headed,Odd hours,Yes,Happy,No,No,No,No,P.M.,,,,,,,,,,,,,,,,,,,,,,,,Yes,Cautious,No,Yes!,No,Space,No,Online,No,No,Yes,Yes,Grrr people,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5747,NA,Male,"$75,000 - $100,000",Married (w/kids),Master's Degree,,No,No,Yes,Yes,No,Public,,,,No,No,Yes,Yes,Art,Study first,Yes,Yes,Yes,Yes,Giving,,,,,,,,,,,,,,,Yes,Start,Yes,No,Circumstances,,,,,,,,,,,,No,Yes,Yes,,Supportive,No,,Yes,,Yes,,,,,,,,,,,,,,,Yes,Yes,Yes,No,Yes,,Yes,,Own,Pessimist,Mom,Yes,No,Yes,,,,,,,No,No,Yes,Yes,Yes,
5748,1989,Female,"$25,001 - $50,000",Married (no kids),Current Undergraduate,No,Yes,No,No,No,No,Public,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tunes,Technology,No,Yes,No,Yes,No,Demanding,No,PC,Yes,Cautious,Yes,Umm...,Yes,Space,No,In-person,No,No,No,No,Grrr people,Yes,No,Yes,No,Yes,No,No,Yes,Yes,Yes,No,No,Own,Optimist,Mom,No,No,Yes,Yes,Nope,Yes,No,No,Yes,Yes,No,Yes,Yes,No,No
5750,1953,Male,"over $150,000",Married (w/kids),Bachelor's Degree,,,,,No,Yes,Private,No,Yes,No,No,Yes,No,Yes,Science,Try first,No,Yes,Yes,,,Yes,Yes,Pragmatist,No,No,,,,,,,,,P.M.,Yes,End,No,No,Me,,,,,No,Mysterious,No,No,,,Yes,No,Yes,No,Yes,Supportive,No,PC,No,,,,No,,,Online,No,Yes,No,Yes,Grrr people,Yes,No,No,Yes,No,No,No,Yes,No,No,Yes,No,Own,Optimist,Dad,No,Yes,No,Yes,Nope,Yes,No,Yes,Yes,Yes,No,Yes,,Yes,Yes
5751,1999,Female,"$25,001 - $50,000",Single (no kids),Current K-12,,Yes,,No,Yes,Yes,Public,Yes,No,Yes,No,No,No,Yes,Art,Try first,Yes,Yes,Yes,,,Yes,Yes,Idealist,No,Yes,Hot headed,Standard hours,No,Right,No,No,No,Yes,P.M.,Yes,End,Yes,No,Circumstances,Yes,Yes,No,Yes,Yes,TMI,No,No,Tunes,People,No,Yes,Yes,No,,Supportive,No,,,Risk-friendly,Yes,Yes!,No,Socialize,No,In-person,,Yes,Yes,Yes,Yay people!,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,Own,Optimist,Mom,Yes,No,Yes,Yes,Nope,No,No,No,No,Yes,Yes,Yes,Yes,No,
5768,1980,Male,"$75,000 - $100,000",Single (no kids),Bachelor's Degree,,,,No,,,,,,,,,,,,Study first,Yes,No,,Yes,Giving,Yes,,,,,,,,,,,,,,No,,Yes,Yes,,No,No,No,No,No,Mysterious,Yes,Yes,Tunes,People,,No,Yes,Yes,Yes,Supportive,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,
